Address,Sold_Price,Year_built,Total_interior_livable_area,Total_spaces,Garage_spaces,Elementary_School_Distance,Middle_School_Distance,High_School_Distance,Annual_tax_amount,Last_Sold_Price
'15381 Via Caballero',2.728256,1966,3835,6,6,0.7,8.1,1.7,2.449492,2350000
'365 County Road 165',2.562037,1919,1050,53,53,20.8,?,21.2,2.128958,?
'4658 Hampton Falls Pl',2.620525,1993,2049,2,2,0.6,0.6,1.2,2.262229,257500
'9414 S San Pedro St',2.574318,1940,?,0,0,0.1,1.5,?,2.288566,550000
'1381 Thornbury Ln',2.640665,2004,2234,2,2,1.2,3,1,2.354993,?
'3039 Secret Lake Trl',2.566085,1990,2317,2,2,5.9,?,7.2,2.240252,?
'10990 Alto Ct',2.705256,1998,4205,3,3,1.4,?,8.2,2.436331,2925000
'2410 N Vermont Ave',2.715824,2013,3100,2,2,?,1.2,0.9,2.463705,3700000
'1322 Los Palos Way',2.657697,1966,1750,2,2,0.6,0.3,1,2.363386,1055000
'12503 Avenue 414',2.496851,1964,1296,0,0,0.3,0.9,0.6,1.961709,?
'715 Nolden St',2.583588,1923,572,0,0,0.2,?,0.2,2.278114,501000
'1427 S Bedford St',2.669358,1929,?,0,0,0.6,?,1.3,2.373598,616000
'9180 N Star Trl',2.45904,?,?,?,?,2.3,12.3,8.9,?,?
'353 Webb Rd',2.647282,1984,1861,0,0,3.5,2.7,5.7,2.230258,?
'1251 Valparaiso Ave',2.735334,1992,4170,0,0,1,0.4,1.5,2.418452,?
'15224 Quartz Valley Rd',2.526223,1983,1781,2,2,7.6,?,?,2.150521,?
'3140 Grand View Blvd',2.715986,2020,3450,0,0,0.5,0.9,1.2,2.382638,1500000
'3077 Manuel St',2.635857,2017,2178,2,2,2,?,1.6,2.360298,972000
'375 Highland Ave',2.649855,1908,932,1,1,0.3,?,?,2.312211,521000
'104 Redberg Ave',2.490697,1941,1070,1,1,?,?,?,2.099917,100000
'13331 Mulholland Dr',2.723037,2008,6777,0,0,?,2,2.9,2.421824,?
'7337 Pittsfield Way',2.615787,1972,1457,2,2,0.4,0.4,7.2,2.177571,?
'18204A Hale Ave #A',2.581692,1976,1145,2,2,3.8,5.3,2.4,2.260242,440000
'1201 Larrabee St APT 304',2.635857,1982,1675,0,0,0.2,3,1.7,2.331413,?
'2402 El Toro Rd',2.475234,?,?,?,?,?,?,9,2.148079,85000
'4324 W 59th Pl',2.634916,1930,1247,2,2,0.6,2,?,2.30398,650000
'600 W 9th St APT 706',2.591777,1983,1193,2,2,0.8,0.8,1,2.30752,545000
'2708 Bowmont Dr',2.72524,1951,3500,0,0,2,?,6,2.475882,3600000
'420 Mission Bay Blvd N UNIT 603',2.631347,2012,925,1,1,0.8,3,0.9,2.349292,805000
'5365 Cribari Crst',2.453649,1971,1223,1,1,1.5,1,2.3,2.165162,448000
'20720 Front St',2.627224,1932,2232,1,1,0.1,?,8,2.305019,615000
'3449 Cedardale Dr',2.647177,1978,2516,2,2,0.7,0.7,0.7,2.306863,379000
'6018 N Highway 1',2.639495,1979,1800,0,0,?,?,?,2.376383,585000
'952 S 11th St UNIT 227',2.588116,1992,1130,0,0,0.6,3.4,3.5,2.269868,?
'351 Kingsbury Dr',2.665499,1969,2465,4,4,?,?,?,2.369023,1207000
'1700 Howard Ave',2.682526,1941,1800,2,2,0.6,0.4,1.4,2.397168,1805000
'3611 Moore St',2.681851,1942,2097,0,0,0.1,0.4,0.4,2.383013,1390000
'411 Vallejo St',2.676446,1906,1240,0,0,0.1,0.5,1.3,2.375278,?
'2227 Peachtree Ln',2.637092,1949,1134,1,1,1,1.1,1.1,2.236678,?
'626 Glenbrook Dr',2.710666,1950,1971,1,1,0.5,0.2,0.6,2.178023,?
'1580 Emory St',2.638902,1937,1380,1,1,0.3,0.3,0.4,2.278291,?
'149 Detroit St',2.661355,1925,1600,2,2,0.3,0.5,0.5,2.110204,500000
'0 Bartlett Way',2.451715,?,?,?,?,2.2,?,1.9,?,?
'424 Elliot Ave',2.542853,1949,648,0,0,0.5,0.4,0.3,2.076129,?
'93 Kenbrook Cir',2.580864,1987,1008,2,2,0.1,1.1,0.7,2.28264,443000
'624 W Imperial Hwy',2.575975,1939,?,?,?,?,1,1.2,2.288924,521000
'2766 Motor Ave',2.692667,1929,3876,1,1,0.4,1.4,0.9,2.33536,?
'753 E Saint James St',2.609508,1926,1150,2,2,0.7,1.5,0.4,2.290318,390000
'115 N Murphy Ave',2.657021,1949,1452,2,2,0.6,1.1,1.6,2.275119,?
'1100 S Hope St APT 1008',2.59693,2007,1010,0,0,?,0.9,1.2,2.308554,565500
'125 Magellan Ave',2.577375,1949,993,2,2,0.6,2.8,1,2.29933,535000
'1647 Milroy Pl',2.650857,1959,1628,1,1,0.9,1.4,0.5,2.354726,793000
'520 Shadow Ln',2.499435,1980,1150,0,0,0.5,?,1.3,2.069725,?
'242 Baltimore Way',2.645957,1960,1356,0,0,0.1,0.9,0.9,2.080278,?
'1442 W 80th St',2.625792,1925,1126,3,3,0.6,1.4,1.8,2.266774,450000
'4001 Marchena Dr',2.653056,1965,2362,0,0,0.1,2.3,?,2.139607,?
'3339 Atwater Ave',2.647282,1922,1568,1,1,0.2,?,?,2.315351,735000
'193 West Ave',2.516928,1919,788,0,0,0.7,0.9,0.3,2.030435,50500
'221 Spring Ave',2.58874,1998,1085,1,1,0.9,0.7,2,2.222117,230000
'3514 Winway Cir',2.665619,1951,1780,1,1,0.1,0.5,0.7,2.339962,856000
'930 Springfield Dr',2.66182,1966,2322,2,2,0.3,1.2,1.8,2.251104,?
'63 Delmar St',2.647282,1903,1040,0,0,0.8,?,0.8,2.354148,975000
'6141 W 5th St',2.708679,2013,3838,0,0,0.2,1.6,0.9,2.446271,2800028
'227 Katherine Ave',2.556191,1925,1221,0,0,1.1,0.9,0.5,1.994106,?
'2999 California St APT 42',2.621996,1929,989,2,2,0.2,1,0.5,?,?
'3568 Keystone Ave APT 8',2.60717,1988,1030,2,2,0.2,0.5,1.4,2.301291,625000
'5450 Monterey Rd #108',2.502748,1974,1450,0,0,0.2,?,1.2,?,?
'1459 W 104th St',2.571202,1927,1333,1,1,0.5,1.4,0.3,2.241779,?
'1138 Ridgemont Dr',2.652816,1994,1953,2,2,0.5,0.5,3,2.325367,715000
'1951 Saint Andrews Cir',2.640374,2000,4000,3,3,1.7,0.6,1.8,2.272948,921500
'4116 Edyth St',2.501934,1977,1592,0,0,?,?,?,2.147898,175000
'25 Hasbro Ct',2.544833,2004,1638,2,2,?,?,3.1,2.277077,283500
'2995 Via Torino',2.657472,2015,1961,2,2,0.5,1.2,0.3,2.372679,1330500
'244 Forest Ave',2.676647,1978,1748,0,0,0.6,1.6,0.4,2.321089,?
'5800 3rd St UNIT 1117',2.60465,2010,1046,1,1,?,0.7,0.8,2.324935,715000
'1322 Benedict Canyon Dr',2.625828,1950,1338,2,2,1.6,?,3.7,2.312289,?
'1480 Carmen Ct #3',2.581417,1972,1176,0,0,0.2,?,1.6,?,?
'2133 Mayview Dr',2.650107,1937,1698,2,2,0.6,0.4,0.5,2.224691,?
'825 S Sloan Ave',2.571678,1929,1246,2,2,0.3,0,1.8,2.219473,164000
'934 Main St',2.566085,1935,1800,1,1,0.6,?,0.2,2.230604,277000
'2249 Montrose Ave APT 7',2.593189,1982,1367,2,2,0.7,1.2,1.3,2.2531,389000
'1285 Bryan Ave',2.643558,1959,1516,2,2,0.8,0.4,1.3,2.272829,?
'343 Azalea Ave',2.60717,1971,1876,5,5,0.7,0.7,0.8,2.257674,?
'2075 Lockwood Dr',2.63697,1969,2100,2,2,0.6,0.6,2.9,2.27393,?
'967 Orange Ave',2.678103,1938,1600,0,0,0.3,0.2,1.7,2.324954,436000
'1072 Paseo Guebabi UNIT 14',2.490934,2004,1691,2,2,?,4,7.6,2.056547,?
'1438 Montego Dr',2.687234,1971,2219,2,2,1.3,0.7,1.8,2.379496,1312500
'4227 E 56th St',2.565398,1939,997,1,1,?,0.5,1,2.238604,250000
'28583 Sycamore Dr',2.552151,1938,1862,2,2,5.8,?,1.8,2.241779,?
'983 Sylvan Dr',2.641815,1948,820,0,0,1.1,1.6,1.9,2.256323,225000
'1057 Foxchase Dr',2.513319,1984,1156,2,2,1.1,2.1,0.6,2.289652,528000
'1821 W 42nd Pl',2.60717,1919,1502,4,1,0.4,?,?,2.288637,?
'201 Folsom St APT 21C',2.676781,2016,1403,1,1,?,?,1,2.413642,2000000
'470 Winter Creek Way',2.646224,2003,2659,3,3,0.8,8.3,1.5,2.347931,1099000
'369 Tower Hill Ave',2.618136,2002,2356,2,2,2.2,?,1.7,2.34023,600000
'525 Clark Ct',2.706627,1955,2242,2,2,0.6,?,0.6,2.18658,?
'8408 Delta Dr',2.576863,1982,1120,1,1,0.6,1.4,1.3,2.283859,?
'1500 Wistaria Ln',2.696702,1956,1908,2,2,0.8,0.7,1.3,2.172082,?
'131 Ruta Camaron #B',2.5232,2007,2196,2,2,1.4,4.2,1.7,?,?
'231 Myrtle St',2.700495,1941,2391,0,0,0.4,1.2,0.6,2.373383,1460000
'3310 E Elm St',2.614815,1966,2252,3,3,0.2,0.9,0.9,2.255895,292000
'14776 Glenshire Dr',2.623771,1980,4099,2,2,1,4,6.7,2.336761,?
'10245 Reedy Dr',2.563649,2017,?,?,?,1.5,?,12.6,2.251788,400000
'4181 Sutro Ave',2.593043,1936,1440,0,0,0.1,0.4,?,2.169419,?
'2818 Yorba St',2.653774,1949,1949,1,1,0.2,1,0.9,2.287945,355000
'4210 Via Arbolada UNIT 209',2.575091,1984,1075,0,0,0.4,1.5,1.6,2.23948,320000
'1321 E 99th St',2.573552,1941,1380,2,2,0.2,0.5,?,2.25693,369000
'216 Lyndhurst Ave',2.676446,1959,1715,0,0,0.8,?,0.8,2.355062,765000
'2204 E 105th St',2.565398,1982,1542,2,2,0.2,0.8,?,2.236877,299000
'6250 Buckingham Pkwy UNIT 109',2.571994,1969,807,0,0,0.9,1.8,1.9,2.245809,340000
'3117 Road B',2.583588,1995,1408,0,0,2.1,6.4,6.1,2.21099,?
'1105 W Dunne Ave',2.633317,1977,2144,3,3,0.6,1,2.6,2.062801,?
'14088 Bluff Dr',2.580864,1989,2304,2,2,0.6,?,9.5,2.253205,630000
'6222 W 85th Pl',2.64504,1943,2362,0,0,0.5,?,?,2.337248,755000
'1942 Kings Mountain Rd',2.674746,1977,2040,0,0,3,?,4.9,2.368159,1050000
'317 Harriet St #2',2.624329,2001,1462,1,1,1,2.5,?,2.328779,650000
'10757 Queensland St',2.659897,1940,1566,0,0,0.5,0.4,2.6,2.386114,1570000
'3182 Taper Ave',2.644877,1956,1281,1,1,?,0.5,1.9,2.312089,450000
'15 Leominster Ct',2.610422,1975,1000,2,2,0.6,0.6,7.1,2.18948,?
'5051 Bevil St',2.604749,1958,2331,2,2,1,1.3,6.9,2.310813,588000
'3512 La Clede Ave',2.662904,1963,4998,6,6,0.4,?,?,?,?
'2090 Rexford Way',2.644435,1956,2545,0,0,0.3,0.9,0.5,2.329887,685000
'10 Evergreen Dr',2.700033,1938,2831,2,2,1,0.5,2,2.271265,?
'710 Ellsworth St',2.625792,1944,?,1,1,0.2,?,?,2.355028,805000
'4121 Scotts Valley Dr SPACE 16',2.560203,2019,1291,0,0,2,0.1,1.9,1.901172,?
'830 Louise Dr',2.688636,1959,1942,2,2,0.9,0.7,0.2,2.407561,1863000
'700 Sunnyhill Dr',2.605728,1924,720,1,1,0.3,?,0.9,2.307086,670500
'3401 Westwood Ct',2.661609,1980,1710,0,0,1.5,1,0.9,2.326197,575000
'220 Huntington Ct',2.65611,1974,2955,4,4,1.5,?,0.6,2.341452,990000
'304 Eureka St',2.663275,0,1406,1,1,0.1,0.7,0.8,2.399706,1662800
'1635 E Century Blvd',2.571202,1925,1272,2,2,0.3,0.3,?,2.26784,395000
'810 Eschenburg Dr',2.596153,1960,1743,2,2,0.3,0.5,0.6,2.312786,662130
'3589 S Bascom Ave APT 3',2.581555,1984,736,1,1,?,1.4,2.9,2.218636,?
'961 Camp Kimtu Rd',2.52005,1992,1200,2,2,?,?,?,?,?
'11621 Culver Blvd',2.717423,1957,?,0,0,0.3,0.8,1.8,?,?
'1250 Amherst Ave APT 205',2.61773,1981,1450,2,2,0.3,?,0.4,2.307227,595000
'77 Dow Pl APT 1307',2.637092,2002,1065,1,1,?,?,0.6,2.354217,1015000
'1412 N Crescent Heights Blvd APT 105',2.665499,1981,1567,0,0,0.9,1.9,0.9,2.347894,1030000
'109 Lemos Ave',2.616454,1948,1170,0,0,0.6,1.3,1.7,2.255997,300000
'168 Dorantes Ave',2.702865,1932,3216,1,1,0.1,0.3,?,2.407259,1600000
'472 Meadow Dr',2.501934,1989,1092,0,0,3.8,?,3.9,2.162048,?
'242 Monterey St',2.667457,2011,2460,2,2,0.3,0.4,4.1,2.328066,?
'702 W 49th St',2.567943,1912,1416,0,0,0.2,0.8,0.8,2.206441,200000
'2702 W Avenue 33 #1',2.613872,2020,1452,2,2,0.4,?,?,?,?
'48 Hay Cyn',2.637397,1990,6503,2,2,3.8,?,9.1,?,?
'1102 Crompton Rd',2.647282,1953,1970,0,0,0.3,?,1.3,2.351249,1200000
'1360 Ruby Ct APT 2',2.583186,1971,890,0,0,1,1,2.2,2.267191,358000
'6204 Ocho Rios Dr',2.468257,1968,1409,2,2,0.3,?,0.9,2.31386,540000
'15 Glacier',2.547872,1930,1100,0,0,1.3,?,7.7,?,?
'1131 Alta Loma Rd APT 508',2.60224,1972,741,1,1,0.6,2.6,1.3,2.27388,430000
'10338 Scenic Blvd',2.692276,1989,2985,2,2,0.6,0.9,0.5,2.405157,?
'172 Mountain View St',2.582782,1960,1248,0,0,0.5,?,7.8,2.261827,430000
'1250 Condit Rd',2.631347,?,?,?,?,0.4,10.1,0.8,?,?
'1146 5th St',2.541782,1960,1962,2,2,0.2,?,10,2.139998,189000
'333 N Mcpherson St',2.550576,1939,676,1,1,?,?,1.1,2.174956,180000
'3721 Carter Dr APT 2208',2.610331,2004,1040,0,0,0.4,0.5,2.5,2.280671,415000
'4 Sequoia Ridge Rd',2.602342,2019,1126,1,1,2.7,?,10.4,2.131951,?
'4721 Campbell Dr',2.628279,1939,866,1,1,0.3,0.2,1.6,2.294228,460000
'2509 Dillion Ct APT 4',2.561856,1971,798,1,1,0.7,1.1,0.8,2.239867,238500
'1865 Midnight Cir',2.625792,2016,1714,2,2,2.2,1.6,0.5,2.342366,?
'6941 Lenwood Way',2.666486,1972,1857,2,2,0.1,0.5,0.7,2.290867,300000
'1441 Taper Ct',2.534347,1991,1515,2,2,0.2,?,0.8,2.332763,720000
'4231 Scandia Way',2.647282,2013,2026,0,0,0.4,?,1.5,2.347321,?
'1 Mandalay Pl UNIT 1503',2.60717,2004,907,2,2,0.9,1.3,4.4,2.317155,586000
'729 N Kilkea Dr',2.675601,1924,1944,0,0,0.3,?,0.5,2.22098,?
'53317 Road 432',2.555202,1970,1150,0,0,4.4,?,3.5,2.155298,?
'5080 Nevada St',2.527689,1942,916,1,1,5,?,3.1,2.104186,?
'4725 W Lake Blvd',2.701747,1929,2756,6,6,5,?,6.7,2.209847,?
'291 Erica Way',2.690009,1954,1790,0,0,?,1.7,4,2.203859,?
'4100 Rosalina Dr',2.562937,2016,1664,2,2,0.6,1.2,0.7,2.248647,335000
'3230 Cliffwood Dr #0',2.551105,2018,800,0,0,0.8,0.9,3.4,?,255000
'10481 Lindbrook Dr',2.712781,1939,2665,2,2,0.2,?,2.2,2.346608,?
'21 Blue Sky Dr',2.566256,2011,1612,6,6,4.3,?,15.3,2.249764,415000
'14487 Bercaw Ln',2.658586,1949,1080,1,1,1.2,1,1.1,2.355287,895000
'10730 Main St',2.478083,?,?,?,?,0.3,?,0.3,2.167037,151270
'165 Blossom Hill Rd SPC 344',2.538473,2014,1605,3,3,0.4,?,0.7,?,?
'1704 W 59th Pl',2.573552,1925,720,1,1,0.7,0.9,1.2,1.960455,365000
'20094 Soulsbyville Rd',2.53947,1953,826,8,8,0.2,?,10.2,2.061738,220000
'1155 Merrill St APT 305',2.658365,2002,1598,0,0,0.6,1.1,0.7,2.362826,900000
'526 La Honda Dr',2.52005,?,?,?,?,0.4,?,1.3,2.187897,230000
'719 University Ave',2.659246,1980,1895,0,0,0.3,7.3,0.9,?,?
'1645 Pacific Ave APT 5C',2.619341,2014,642,1,1,0.2,1,0.6,2.342634,850000
'652 W 102nd St',2.576568,1937,1312,2,2,0.4,0.5,1.2,2.1795,170000
'461 Olive Ave',2.712211,1999,2296,2,2,0.6,1.5,1.4,2.434332,500000
'1160 Pine St APT B',2.637701,1981,1410,0,0,0.5,1.4,0.4,?,?
'4096 17th St APT 101',2.599636,1965,675,1,1,0.3,0.5,0.6,2.319579,340000
'1243 Merced St',2.529694,1920,1148,1,1,?,?,?,2.111573,112000
'739 Mallard Dr',2.550043,2005,2024,3,3,1.6,?,1.5,2.230365,363000
'34064 Road 222',2.462667,1963,?,?,?,1.1,1.7,1.8,1.99218,25000
'1400 Circle Dr',2.731967,1931,7017,3,3,0.7,0.9,1.8,2.497502,5500000
'270 Ridgeview Ct',2.577302,2002,2728,2,2,12.8,?,13.4,2.290134,600000
'1118 Genco Ter',2.629865,2014,2006,1,1,0.5,1.4,0.9,2.337114,757500
'5123 Cribari Pl',2.562578,1968,1223,0,0,1.6,1.2,2.4,2.267768,384500
'126 E 95th St',2.566085,1909,1020,0,0,0.3,1.1,?,2.19226,?
'804 S Harris Ave',2.580166,1947,1652,2,2,?,?,1,2.220333,?
'5264 Raphael St',2.64455,1915,1996,1,1,0.4,?,0.2,2.30845,600000
'402 Santo Domingo Ter',2.652331,2019,1851,0,0,0.6,0.4,2.4,?,?
'337 Smelter Ave',2.48853,1935,1517,0,0,0.3,?,0.6,?,?
'564 Alvarado St',2.700033,1908,1850,2,2,0.4,0.3,0.6,2.322485,?
'3 Cynthia Ct',2.648064,1958,2539,2,2,0.2,0.8,1.7,2.212343,?
'500 Molino St APT 305',2.609508,1923,1200,1,1,?,1.4,1.4,2.291858,525000
'567 Churchill Park Dr',2.641815,1973,2084,2,2,0.9,2.1,0.4,2.320302,640000
'2326 Warburton Ave',2.66765,1950,1902,2,2,0.4,1.5,1.3,2.387588,1560000
'1876 Lemoyne St',2.687092,1926,2900,0,0,?,1.8,1.7,2.376234,1355000
'11670 Lausanne Way',2.604749,1997,1336,2,2,1.5,1.9,1.4,2.305523,580000
'3315 Remington Way',2.637397,1979,1802,2,2,0.1,0.5,0.8,2.248361,?
'979 Leo Dr',2.651598,1957,1410,2,2,?,?,1.7,2.173317,?
'6931 W 85th Pl',2.640607,1947,1525,2,2,0.5,?,?,2.33862,750000
'533 Sally Garden Ct',2.603856,2010,1357,1,1,2.2,?,1.9,2.313423,530000
'2428 Big Chief Trl',2.568276,1990,1828,2,2,2.9,?,9.2,2.20545,260000
'7 Vicente Ter',2.729132,2005,2549,2,2,0.7,1.4,0.5,2.464847,3520000
'2141 Seville Ave',2.730353,2020,3318,2,2,2.3,?,2.5,2.413829,1800000
'3970 Cherrywood Ave',2.645796,1938,1878,0,0,?,0.2,?,2.335488,890000
'930 Wallace Ave',2.637397,1975,2440,0,0,0.9,?,1.1,2.284477,697000
'693 9th Ave',2.654718,1953,1260,0,0,0.5,?,1.7,2.342776,885000
'3304 Oneill Ct',2.640083,1989,2030,0,0,0.4,1,2.4,2.330486,795000
'11030 Mansel Ave',2.609416,1954,2106,2,2,0.5,0.5,1.2,2.330757,675000
'1140 Angelo Dr',2.744558,1957,4981,0,0,1.3,?,3.3,2.313784,?
'175 Flintlock Ln',2.606163,1981,1615,20,20,1.1,1,1.2,2.284432,395000
'135 S Alma Ave',2.571202,1908,910,0,0,0.3,0.5,?,2.261385,380000
'2002 W Hills Ct',2.546761,2005,2500,2,2,0.3,0.3,0.3,2.197969,237000
'2019 Malcolm Ave',2.688913,1927,2700,0,0,0.1,?,1.8,2.39566,1300000
'104 Jocelyn Ct',2.674227,2002,3815,0,0,1.3,2,1.5,2.338405,?
'14880 Standish Dr',2.687234,1950,3355,2,2,1.3,0.8,0.7,2.395345,1500000
'2435 Felt St #113',2.539222,1975,1152,0,0,0.4,3.7,1.6,?,?
'4213 Coolidge Ave',2.659202,1944,1911,2,2,0.9,1.1,1.1,2.181175,?
'4645 Nob Hill Dr',2.629317,1978,1491,0,0,0.7,2.2,?,2.248735,?
'1360 Virginia St',2.622833,1926,1145,1,1,0.3,0.7,1,2.183295,?
'6038 Carlton Way APT 207',2.581555,2007,920,2,2,?,?,?,2.295062,520000
'460-250 Ponderosa Blvd',2.527689,2004,1400,1,1,4.4,?,14.9,1.83707,162000
'2322 Tulip Rd',2.641815,1950,1040,4,4,1.3,1.4,1.4,2.262419,?
'202 Trevino Ter',2.534467,1997,2103,3,3,?,?,0.9,2.171073,167000
'925 15th Pl',2.664498,1928,1118,0,0,0.3,?,?,2.365833,1370000
'6308 Cedar Ave',2.48804,1972,760,0,0,5.2,?,12.3,2.09626,80500
'36900 Azteca Blvd',2.505923,2006,1636,0,0,0.6,0.2,16.8,2.147777,165000
'1500 W 101st St',2.594114,1930,1711,3,3,0.6,1.5,0.5,2.249851,?
'6111 .5 Monterey Rd',2.628973,?,2318,0,0,0.4,?,1.1,?,?
'1415 Elm St',2.706627,1950,1870,0,0,0.3,0.7,1.1,2.406003,1610000
'17291 Wedgewood Ave',2.648837,1900,654,0,0,1.5,1,1.1,2.331323,664000
'193 Carnelian Way',2.635857,1976,1747,2,2,0.5,?,?,2.375864,?
'8 Buchanan St UNIT 512',2.61344,2014,?,0,0,0.3,1.3,0.5,2.338098,814000
'3202 Larissa Dr',2.572151,1923,550,0,0,0.2,0.8,1.4,?,?
'4031 Avenida Brisa',2.643224,1985,2119,2,2,1.2,3.3,2.2,2.340939,1100000
'742 Dartmouth Ave',2.688553,1940,2186,1,1,0.7,0.1,0.3,2.386494,1560000
'1218 W 87th St',2.573552,1911,1142,1,1,0.6,1.8,1.4,2.173317,126000
'1817 California St APT 208',2.595254,1960,595,1,1,0.5,?,0.9,2.292659,475000
'26 Bay Laurel Ct',2.647282,1989,3484,0,0,1.9,0.8,2.4,2.314121,500000
'15388 Cassidy Ct',2.53759,2000,1600,2,2,0.6,1.5,1.6,2.195421,240000
'1191 N Steven Ave',2.505923,1993,1090,2,2,0.8,?,0.9,2.11936,120500
'33 Cannell Dr',2.525926,1965,1684,2,2,0.8,9.8,9.9,2.160669,100000
'22931 E Cliff Dr',2.654952,1950,1500,0,0,0.8,4,0.8,2.320271,680000
'1121 Lime Dr',2.679718,1957,2123,2,2,0.5,0.2,1.4,2.206848,?
'546 Alvarado St',2.729925,0,?,1,1,0.4,0.7,0.6,?,?
'1930 S Beverly Glen Blvd APT 202',2.612301,1984,1527,2,2,0.6,?,2.5,2.307332,617000
'685 Sierra Ave',2.686233,1935,1733,1,1,0.6,0.3,2,2.310926,460000
'1340 Trestlewood Dr',2.653315,2004,2459,1,1,1.3,3.1,0.9,2.375181,?
'43816 Pippin Rd',2.546761,1923,1352,0,0,?,?,13,2.176707,155000
'30347 Highway 78',2.544948,1964,884,2,2,5.2,?,5.3,2.105363,420000
'636 Sumner St',2.63168,1954,1250,0,0,0.1,1.8,1.1,2.311811,699500
'1842 Walnut St',2.533279,1981,1132,0,0,0.7,?,0.8,2.090432,?
'914 Lundy Ln',2.623585,2019,2212,2,2,1.5,0.3,2.3,2.105363,?
'2305 Olive Ave',2.612213,1929,781,1,1,0.2,?,1.4,2.273118,275000
'3256 Gross Rd',2.628627,1965,1489,0,0,1.6,1.4,1.5,2.146561,?
'3263 Shearer Ave',2.654718,2016,2681,4,2,2.3,?,?,2.350337,1140000
'818 Maher Rd',2.607625,1980,2304,10,10,0.1,?,?,2.255507,?
'1149 W 106th St',2.562758,1928,896,0,0,0.2,1.5,0.5,2.236553,305000
'480 Madison Dr',2.625792,1968,1410,2,2,0.3,?,0.4,2.303664,?
'1655 18th Ave',2.677709,1940,2229,2,2,0.4,?,0.7,2.380207,1160000
'11020 Pajaro St',2.505923,?,?,?,?,0.1,0.6,1.5,2.146009,165000
'2015 Buckingham Rd',2.618136,1922,1864,0,0,0.3,0.7,?,2.336356,596984
'3874 Domain Way',2.657472,2019,1552,2,2,1.1,2.2,2.1,2.382831,1515000
'662 Monterey Blvd',2.66674,1925,2036,1,1,0.1,0.8,0.8,2.358057,1130000
'13237 Warren Ave',2.684332,?,3130,0,0,0.3,0.7,1,2.389206,?
'2870 Hay Loft Way',2.622072,1977,1736,2,2,?,?,2,2.315779,820000
'91 Seward St',2.697672,1929,2330,1,1,0.3,?,0.9,2.407465,1699000
'630 W 6th St APT 104',2.608583,1962,1330,2,2,?,0.9,0.9,2.333378,?
'1252 Cobblestone Dr',2.6649,1997,2436,2,2,0.7,1.1,0.9,2.307145,422500
'21435 N Bruella Rd',2.589111,1948,2100,6,6,?,?,6,2.279139,570000
'1665 Aldrich Way',2.612873,1976,1136,2,2,0.3,?,1.9,2.33185,480000
'1290 Rosita Rd',2.604749,1973,1150,0,0,1.2,?,7.2,2.233457,174500
'1001 Hamilton Ave',2.718034,1968,2873,2,2,0.5,1.5,1.1,2.211184,?
'2257 Fulton St',2.647282,0,?,1,1,0.2,0.6,0.6,2.361549,1010000
'150 Page St #304',2.58874,1929,521,0,0,0.4,0.7,0.7,2.257393,275000
'16395 San Domingo Dr',2.627224,2017,2709,2,2,0.2,10.5,3.2,2.30787,?
'245 Elk St',2.617321,1950,1900,2,2,0.6,2.2,0.7,2.258134,395000
'45871 Flying T Dr',2.499646,1980,2250,0,0,4.6,?,27.7,1.850968,?
'1777 Lafayette St UNIT 127',2.609508,2000,1528,2,2,0.8,0.8,2.4,2.195003,?
'1030 Pomeroy Ave',2.661398,1965,2198,2,2,0.2,1.3,0.3,2.34499,955000
'1963 Quesada Ave',2.61773,1947,1025,2,2,?,0.2,?,2.25402,?
'2301 Armada Way',2.631347,1979,1223,2,2,1,2.4,2.7,2.322644,697500
'152 Bahama Reef',2.649905,1977,1776,2,2,?,?,4.3,2.349014,790000
'3550 Carter Dr APT 148',2.609508,1979,1644,1,1,0.9,0.3,2.3,2.292673,565000
'1120 Leslie Dr',2.651843,1951,1400,4,4,0.2,1.2,1.9,2.289353,?
'453 Clifton Ave',2.681604,1954,2060,0,0,0.5,0.3,0.5,2.190042,?
'550 Ortega Ave APT A101',2.632667,1992,1267,1,1,1,?,0.9,2.307928,25500
'7141 Spumante Ct',2.631447,2020,3496,2,2,1,0.3,1.3,?,?
'1011 23rd St APT 10',2.608068,2000,?,1,1,0.6,?,0.8,2.325492,740000
'5860 Mckinley Dr',2.538473,2003,1102,0,0,5.3,?,1.5,2.197598,37500
'101 Ramsay Ave',2.505923,2005,1296,0,0,1.8,?,9.5,2.047533,154900
'3428 Black Ridge Rd',2.554199,1977,1538,0,0,4.1,?,3.1,2.197412,25000
'4501 Finley Ave APT 7',2.578892,1957,724,0,0,0.2,0.8,0.7,2.219145,250000
'2121 Hill Dr',2.648581,1948,?,2,2,0.4,?,0.8,2.286309,330000
'6268 Desert Flame Dr',2.658143,1972,2068,2,2,0.1,0.4,1.3,2.365222,910000
'10447 Hermanos Rd',2.610874,1972,1961,4,2,0.4,0.9,0.5,2.295089,425000
'854 Rolph St',2.52005,1950,1037,0,0,?,?,?,2.2906,416500
'3350 Stockton Pl',2.686521,1952,1014,1,1,0.1,0.8,2.3,?,?
'445 W Pear St',2.571202,1935,1131,0,0,0.3,0.4,1,2.244829,250000
'10200 S 1st Ave',2.613959,1947,?,0,0,0.6,0.7,1,2.317228,655000
'5020 Commercial Pl',2.612917,1945,2118,0,0,?,7.5,7.3,2.225394,275000
'1273 Setareh Ct',2.636786,1984,2085,2,2,0.4,1,0.9,2.263499,?
